date,adj_close,ticker_normalized,market,price_source,source_timestamp,price_is_adjusted,fx_to_usd
2022-03-25,26.795087814331055,000408.SZ,CN_A,yfinance,,True,0.15707710653632334
2022-03-28,25.875051498413086,000408.SZ,CN_A,yfinance,,True,0.1571042533286907
2022-03-29,26.33913803100586,000408.SZ,CN_A,yfinance,,True,0.15696862486738722
2022-03-30,26.127452850341797,000408.SZ,CN_A,yfinance,,True,0.15715610187593465
2022-03-31,24.572341918945312,000408.SZ,CN_A,yfinance,,True,0.1575746118437929
2022-04-01,25.077138900756836,000408.SZ,CN_A,yfinance,,True,0.15775607533137848
2022-04-06,24.376935958862305,000408.SZ,CN_A,yfinance,,True,0.15715610187593465
2022-04-07,25.41910171508789,000408.SZ,CN_A,yfinance,,True,0.15726979624126183
2022-04-08,25.239978790283203,000408.SZ,CN_A,yfinance,,True,0.15724011637174598
2022-04-11,23.709299087524414,000408.SZ,CN_A,yfinance,,True,0.15713388192585573
2022-04-12,23.66858673095703,000408.SZ,CN_A,yfinance,,True,0.1570179150670269
2022-04-13,23.61973762512207,000408.SZ,CN_A,yfinance,,True,0.15710919653722566
2022-04-14,23.676727294921875,000408.SZ,CN_A,yfinance,,True,0.15705490891700177
2022-04-15,22.60199546813965,000408.SZ,CN_A,yfinance,,True,0.1568037150440727
2022-04-18,22.268177032470703,000408.SZ,CN_A,yfinance,,True,0.1569809386405463
2022-04-19,23.21263885498047,000408.SZ,CN_A,yfinance,,True,0.15707957724762747
2022-04-20,22.39844512939453,000408.SZ,CN_A,yfinance,,True,0.15643577266434897
2022-04-21,20.900333404541016,000408.SZ,CN_A,yfinance,,True,0.15581906742397517
2022-04-22,20.62350845336914,000408.SZ,CN_A,yfinance,,True,0.15505559194041446
2022-04-25,18.563594818115234,000408.SZ,CN_A,yfinance,,True,0.1538390552252449
2022-04-26,18.018089294433594,000408.SZ,CN_A,yfinance,,True,0.1524878402124699
2022-04-27,19.597625732421875,000408.SZ,CN_A,yfinance,,True,0.15252504844155718
2022-04-28,20.053569793701172,000408.SZ,CN_A,yfinance,,True,0.15245063905045764
2022-04-29,21.055028915405273,000408.SZ,CN_A,yfinance,,True,0.1509365629449454
2022-05-05,21.234149932861328,000408.SZ,CN_A,yfinance,,True,0.15134316889193078
2022-05-06,20.86776351928711,000408.SZ,CN_A,yfinance,,True,0.1502719890671258
2022-05-09,20.916616439819336,000408.SZ,CN_A,yfinance,,True,0.15002400782443326
2022-05-10,21.20972442626953,000408.SZ,CN_A,yfinance,,True,0.14859282098576573
2022-05-11,21.348134994506836,000408.SZ,CN_A,yfinance,,True,0.14850896686252332
2022-05-12,21.014318466186523,000408.SZ,CN_A,yfinance,,True,0.14879402914462972
2022-05-13,20.900333404541016,000408.SZ,CN_A,yfinance,,True,0.14736438540364938
2022-05-16,21.128305435180664,000408.SZ,CN_A,yfinance,,True,0.1473187955604972
2022-05-17,23.24520492553711,000408.SZ,CN_A,yfinance,,True,0.147381763345235
2022-05-18,23.969839096069336,000408.SZ,CN_A,yfinance,,True,0.1484516524755899
2022-05-19,24.1571044921875,000408.SZ,CN_A,yfinance,,True,0.14807356625822413
2022-05-20,24.417644500732422,000408.SZ,CN_A,yfinance,,True,0.1489846688339985
2022-05-23,26.037891387939453,000408.SZ,CN_A,yfinance,,True,0.14943215975954638
2022-05-24,25.19927215576172,000408.SZ,CN_A,yfinance,,True,0.150380466555822
2022-05-25,24.295516967773438,000408.SZ,CN_A,yfinance,,True,0.15030813442780114
2022-05-26,24.52349090576172,000408.SZ,CN_A,yfinance,,True,0.1494388575005316
2022-05-27,24.61305046081543,000408.SZ,CN_A,yfinance,,True,0.14841639437145612
2022-05-30,24.653759002685547,000408.SZ,CN_A,yfinance,,True,0.14930721702477273
2022-05-31,24.376935958862305,000408.SZ,CN_A,yfinance,,True,0.1501433919394235
2022-06-01,24.1571044921875,000408.SZ,CN_A,yfinance,,True,0.14988683542210313
2022-06-02,24.580482482910156,000408.SZ,CN_A,yfinance,,True,0.1495841512492153
2022-06-06,25.712215423583984,000408.SZ,CN_A,yfinance,,True,0.15016593672836986
2022-06-07,25.695924758911133,000408.SZ,CN_A,yfinance,,True,0.15031038601023514
2022-06-08,26.558969497680664,000408.SZ,CN_A,yfinance,,True,0.14993177776387634
2022-06-09,26.738094329833984,000408.SZ,CN_A,yfinance,,True,0.14964011200289298
2022-06-10,27.014921188354492,000408.SZ,CN_A,yfinance,,True,0.1494589543263877
2022-06-13,27.365022659301758,000408.SZ,CN_A,yfinance,,True,0.14907795181029504
2022-06-14,27.29988670349121,000408.SZ,CN_A,yfinance,,True,0.148071370735084
2022-06-15,26.78694725036621,000408.SZ,CN_A,yfinance,,True,0.1483789588556644
2022-06-16,26.868364334106445,000408.SZ,CN_A,yfinance,,True,0.1489802342350803
2022-06-17,27.975669860839844,000408.SZ,CN_A,yfinance,,True,0.14917802605468228
2022-06-20,27.682558059692383,000408.SZ,CN_A,yfinance,,True,0.14890480184245153
2022-06-21,26.249576568603516,000408.SZ,CN_A,yfinance,,True,0.14944555584194638
2022-06-22,26.306575775146484,000408.SZ,CN_A,yfinance,,True,0.1495125936159399
2022-06-23,26.550832748413086,000408.SZ,CN_A,yfinance,,True,0.14922923385913198
2022-06-24,26.721811294555664,000408.SZ,CN_A,yfinance,,True,0.14931390357000257
2022-06-27,27.096338272094727,000408.SZ,CN_A,yfinance,,True,0.14950365106081442
2022-06-28,27.365022659301758,000408.SZ,CN_A,yfinance,,True,0.14946119119133744
2022-06-29,25.88319206237793,000408.SZ,CN_A,yfinance,,True,0.1490912844580651
2022-06-30,26.81951332092285,000408.SZ,CN_A,yfinance,,True,0.14925818648860797
2022-07-01,28.806142807006836,000408.SZ,CN_A,yfinance,,True,0.1492938351027084
2022-07-04,29.848312377929688,000408.SZ,CN_A,yfinance,,True,0.1492425935813826
2022-07-05,30.418251037597656,000408.SZ,CN_A,yfinance,,True,0.14928492932294474
2022-07-06,30.043724060058594,000408.SZ,CN_A,yfinance,,True,0.14883610018065563
2022-07-07,30.646221160888672,000408.SZ,CN_A,yfinance,,True,0.1491090720997117
2022-07-08,30.760204315185547,000408.SZ,CN_A,yfinance,,True,0.1492425935813826
2022-07-11,30.011146545410156,000408.SZ,CN_A,yfinance,,True,0.14938081261688452
2022-07-12,29.131820678710938,000408.SZ,CN_A,yfinance,,True,0.1488715580029203
2022-07-13,29.69361686706543,000408.SZ,CN_A,yfinance,,True,0.14873648401088754
2022-07-14,29.29466438293457,000408.SZ,CN_A,yfinance,,True,0.14886269196358728
2022-07-15,29.278377532958984,000408.SZ,CN_A,yfinance,,True,0.14803410904784262
2022-07-18,29.237668991088867,000408.SZ,CN_A,yfinance,,True,0.14800562931109254
2022-07-19,29.058544158935547,000408.SZ,CN_A,yfinance,,True,0.14831733904173433
2022-07-20,29.49820899963379,000408.SZ,CN_A,yfinance,,True,0.14828654832320362
2022-07-21,28.333913803100586,000408.SZ,CN_A,yfinance,,True,0.1480406820474752
2022-07-22,28.97712516784668,000408.SZ,CN_A,yfinance,,True,0.14780654631936924
2022-07-25,28.285062789916992,000408.SZ,CN_A,yfinance,,True,0.14813717058733156
2022-07-26,29.889020919799805,000408.SZ,CN_A,yfinance,,True,0.14815912733604825
2022-07-27,28.537456512451172,000408.SZ,CN_A,yfinance,,True,0.14787868001365997
2022-07-28,27.29988670349121,000408.SZ,CN_A,yfinance,,True,0.14798591095591476
2022-07-29,27.28360366821289,000408.SZ,CN_A,yfinance,,True,0.14824038620855012
2022-08-01,27.625564575195312,000408.SZ,CN_A,yfinance,,True,0.14829754803498776
2022-08-02,26.729955673217773,000408.SZ,CN_A,yfinance,,True,0.14776068252737143
2022-08-03,26.721811294555664,000408.SZ,CN_A,yfinance,,True,0.14810865118533773
2022-08-04,26.949785232543945,000408.SZ,CN_A,yfinance,,True,0.14799467286021
2022-08-05,27.2103271484375,000408.SZ,CN_A,yfinance,,True,0.14819645199454293
2022-08-08,27.763978958129883,000408.SZ,CN_A,yfinance,,True,0.14790930156534815
2022-08-09,27.788406372070312,000408.SZ,CN_A,yfinance,,True,0.14815034594872434
2022-08-10,27.723264694213867,000408.SZ,CN_A,yfinance,,True,0.1481108478141744
2022-08-11,27.503437042236328,000408.SZ,CN_A,yfinance,,True,0.14874755057777178
2022-08-12,27.59299659729004,000408.SZ,CN_A,yfinance,,True,0.14828875023210422
2022-08-15,28.48861312866211,000408.SZ,CN_A,yfinance,,True,0.14832834332219666
2022-08-16,28.350194931030273,000408.SZ,CN_A,yfinance,,True,0.14766686713261798
2022-08-17,28.537456512451172,000408.SZ,CN_A,yfinance,,True,0.14733182574458475
2022-08-18,28.52931785583496,000408.SZ,CN_A,yfinance,,True,0.147494799198311
2022-08-19,27.24497413635254,000408.SZ,CN_A,yfinance,,True,0.14739262922996552
2022-08-22,28.277957916259766,000408.SZ,CN_A,yfinance,,True,0.1467200716070784
2022-08-23,27.701210021972656,000408.SZ,CN_A,yfinance,,True,0.14603017167154547
2022-08-24,27.296621322631836,000408.SZ,CN_A,yfinance,,True,0.14633575180352545
2022-08-25,26.65100860595703,000408.SZ,CN_A,yfinance,,True,0.14580447611632283
2022-08-26,26.986726760864258,000408.SZ,CN_A,yfinance,,True,0.14602164083006694
2022-08-29,26.892040252685547,000408.SZ,CN_A,yfinance,,True,0.14554345888906964
2022-08-30,26.90064811706543,000408.SZ,CN_A,yfinance,,True,0.14478065594483794
2022-08-31,26.943687438964844,000408.SZ,CN_A,yfinance,,True,0.14470104805092776
2022-09-01,25.368385314941406,000408.SZ,CN_A,yfinance,,True,0.14516106033957057
2022-09-02,25.19622039794922,000408.SZ,CN_A,yfinance,,True,0.14481210765202288
2022-09-05,25.02405548095703,000408.SZ,CN_A,yfinance,,True,0.14494853974066804
2022-09-06,27.003944396972656,000408.SZ,CN_A,yfinance,,True,0.14423561866371293
2022-09-07,26.77152442932129,000408.SZ,CN_A,yfinance,,True,0.14382073759809208
2022-09-08,26.444412231445312,000408.SZ,CN_A,yfinance,,True,0.14356883236339546
2022-09-09,27.03837776184082,000408.SZ,CN_A,yfinance,,True,0.14375044811656693
2022-09-13,27.76146697998047,000408.SZ,CN_A,yfinance,,True,0.14440432815264406
2022-09-14,27.460180282592773,000408.SZ,CN_A,yfinance,,True,0.14442310354255145
2022-09-15,27.28801727294922,000408.SZ,CN_A,yfinance,,True,0.14365752117972844
2022-09-16,27.1158504486084,000408.SZ,CN_A,yfinance,,True,0.1430001423760878
2022-09-19,26.814563751220703,000408.SZ,CN_A,yfinance,,True,0.1432870019890648
2022-09-20,27.33966636657715,000408.SZ,CN_A,yfinance,,True,0.14274294899579412
2022-09-21,27.141674041748047,000408.SZ,CN_A,yfinance,,True,0.14250698298160488
2022-09-22,26.504669189453125,000408.SZ,CN_A,yfinance,,True,0.14188623159215394
2022-09-23,25.76436424255371,000408.SZ,CN_A,yfinance,,True,0.1413107974782332
2022-09-26,25.299516677856445,000408.SZ,CN_A,yfinance,,True,0.14030361857415694
2022-09-27,25.135963439941406,000408.SZ,CN_A,yfinance,,True,0.13989927715273506
2022-09-28,23.89638328552246,000408.SZ,CN_A,yfinance,,True,0.13933787084308916
2022-09-29,24.7744197845459,000408.SZ,CN_A,yfinance,,True,0.1389081839737009
2022-09-30,24.533390045166016,000408.SZ,CN_A,yfinance,,True,0.1403725499921318
2022-10-10,23.750043869018555,000408.SZ,CN_A,yfinance,,True,0.14054814225845633
2022-10-11,24.102977752685547,000408.SZ,CN_A,yfinance,,True,0.13978975198749355
2022-10-12,24.292356491088867,000408.SZ,CN_A,yfinance,,True,0.13957902768456174
2022-10-13,23.6123104095459,000408.SZ,CN_A,yfinance,,True,0.13939030831007782
2022-10-14,25.032665252685547,000408.SZ,CN_A,yfinance,,True,0.13947974301672486
2022-10-17,25.075706481933594,000408.SZ,CN_A,yfinance,,True,0.13908205730760234
2022-10-18,24.98101806640625,000408.SZ,CN_A,yfinance,,True,0.13897575072115367
2022-10-19,24.82607078552246,000408.SZ,CN_A,yfinance,,True,0.13887731293929514
2022-10-20,24.102977752685547,000408.SZ,CN_A,yfinance,,True,0.1383642545461767
2022-10-21,24.059940338134766,000408.SZ,CN_A,yfinance,,True,0.13858477598307603
2022-10-24,23.63813591003418,000408.SZ,CN_A,yfinance,,True,0.138068145945031
2022-10-25,23.663959503173828,000408.SZ,CN_A,yfinance,,True,0.13770500931493407
2022-10-26,24.034114837646484,000408.SZ,CN_A,yfinance,,True,0.13691502854409418
2022-10-27,23.922208786010742,000408.SZ,CN_A,yfinance,,True,0.13943306913224796
2022-10-28,22.820358276367188,000408.SZ,CN_A,yfinance,,True,0.13835277135744448
2022-10-31,23.371280670166016,000408.SZ,CN_A,yfinance,,True,0.13790440478275942
2022-11-01,24.7572021484375,000408.SZ,CN_A,yfinance,,True,0.13695253648798955
2022-11-02,24.662513732910156,000408.SZ,CN_A,yfinance,,True,0.13742682240839793
2022-11-03,24.929367065429688,000408.SZ,CN_A,yfinance,,True,0.13719867545163028
2022-11-04,26.780134201049805,000408.SZ,CN_A,yfinance,,True,0.13697129369448027
2022-11-07,27.158891677856445,000408.SZ,CN_A,yfinance,,True,0.13937088276781012
2022-11-08,27.150283813476562,000408.SZ,CN_A,yfinance,,True,0.13833555014771873
2022-11-09,27.176109313964844,000408.SZ,CN_A,yfinance,,True,0.13796528908080266
2022-11-10,26.694049835205078,000408.SZ,CN_A,yfinance,,True,0.13810628843169384
2022-11-11,26.40997886657715,000408.SZ,CN_A,yfinance,,True,0.13916140923063652
2022-11-14,25.833229064941406,000408.SZ,CN_A,yfinance,,True,0.14070436586012075
2022-11-15,26.186166763305664,000408.SZ,CN_A,yfinance,,True,0.1413847255966549
2022-11-16,25.557767868041992,000408.SZ,CN_A,yfinance,,True,0.14198494513495447
2022-11-17,25.652456283569336,000408.SZ,CN_A,yfinance,,True,0.14109944360925727
2022-11-18,25.69549560546875,000408.SZ,CN_A,yfinance,,True,0.13973896893442067
2022-11-21,26.00539207458496,000408.SZ,CN_A,yfinance,,True,0.1404711437119271
2022-11-22,25.850444793701172,000408.SZ,CN_A,yfinance,,True,0.13958292954614676
2022-11-23,25.643850326538086,000408.SZ,CN_A,yfinance,,True,0.14006975729747612
2022-11-24,26.780134201049805,000408.SZ,CN_A,yfinance,,True,0.13955175790529695
2022-11-25,26.341114044189453,000408.SZ,CN_A,yfinance,,True,0.13985427134136866
2022-11-28,26.100082397460938,000408.SZ,CN_A,yfinance,,True,0.13946029254081826
2022-11-29,26.022607803344727,000408.SZ,CN_A,yfinance,,True,0.138752065582031
2022-11-30,26.496063232421875,000408.SZ,CN_A,yfinance,,True,0.13967650947260454
2022-12-01,25.996788024902344,000408.SZ,CN_A,yfinance,,True,0.1413187867519298
2022-12-02,25.497509002685547,000408.SZ,CN_A,yfinance,,True,0.14197083479163888
2022-12-05,25.265087127685547,000408.SZ,CN_A,yfinance,,True,0.14237104677429055
2022-12-06,24.76581382751465,000408.SZ,CN_A,yfinance,,True,0.14365958776043264
2022-12-07,24.232101440429688,000408.SZ,CN_A,yfinance,,True,0.14296129574489536
2022-12-08,24.300968170166016,000408.SZ,CN_A,yfinance,,True,0.14341852428179336
2022-12-09,24.266536712646484,000408.SZ,CN_A,yfinance,,True,0.14354822480610074
2022-12-12,23.663959503173828,000408.SZ,CN_A,yfinance,,True,0.14374837892095496
2022-12-13,23.242156982421875,000408.SZ,CN_A,yfinance,,True,0.14333834947020258
2022-12-14,23.14746856689453,000408.SZ,CN_A,yfinance,,True,0.14402166280427695
2022-12-15,22.975305557250977,000408.SZ,CN_A,yfinance,,True,0.14388695929062628
2022-12-16,22.880615234375,000408.SZ,CN_A,yfinance,,True,0.14342675366848717
2022-12-19,22.536287307739258,000408.SZ,CN_A,yfinance,,True,0.14342881361507906
2022-12-20,22.579328536987305,000408.SZ,CN_A,yfinance,,True,0.14329521628869057
2022-12-21,22.260822296142578,000408.SZ,CN_A,yfinance,,True,0.14366164455931063
2022-12-22,21.494691848754883,000408.SZ,CN_A,yfinance,,True,0.14325416399151905
2022-12-23,21.632423400878906,000408.SZ,CN_A,yfinance,,True,0.14320493031744805
2022-12-26,22.36412239074707,000408.SZ,CN_A,yfinance,,True,0.1430881297587683
2022-12-27,22.837575912475586,000408.SZ,CN_A,yfinance,,True,0.14365338819668472
2022-12-28,22.6309757232666,000408.SZ,CN_A,yfinance,,True,0.1436988050155402
2022-12-29,22.46742057800293,000408.SZ,CN_A,yfinance,,True,0.1433157512617979
2022-12-30,22.355514526367188,000408.SZ,CN_A,yfinance,,True,0.143614195723949
2023-01-03,22.837575912475586,000408.SZ,CN_A,yfinance,,True,0.1449884740097787
2023-01-04,22.295255661010742,000408.SZ,CN_A,yfinance,,True,0.14463198035795924
2023-01-05,22.527677536010742,000408.SZ,CN_A,yfinance,,True,0.14518423423186422
2023-01-06,22.811750411987305,000408.SZ,CN_A,yfinance,,True,0.1453171596039816
2023-01-09,23.044166564941406,000408.SZ,CN_A,yfinance,,True,0.14625442506126793
2023-01-10,23.044166564941406,000408.SZ,CN_A,yfinance,,True,0.14768867427577934
2023-01-11,22.872005462646484,000408.SZ,CN_A,yfinance,,True,0.14754920729533974
2023-01-12,22.897830963134766,000408.SZ,CN_A,yfinance,,True,0.1477323078904186
2023-01-13,23.14746856689453,000408.SZ,CN_A,yfinance,,True,0.14841639437145612
2023-01-16,23.20772361755371,000408.SZ,CN_A,yfinance,,True,0.14921364700032935
2023-01-17,23.354063034057617,000408.SZ,CN_A,yfinance,,True,0.14853323262797083
2023-01-18,23.354063034057617,000408.SZ,CN_A,yfinance,,True,0.14765814399913482
2023-01-19,23.388498306274414,000408.SZ,CN_A,yfinance,,True,0.14821182705435185
2023-01-20,24.102977752685547,000408.SZ,CN_A,yfinance,,True,0.14758404414730228
2023-01-30,24.18045425415039,000408.SZ,CN_A,yfinance,,True,0.1474404312119667
2023-01-31,23.982465744018555,000408.SZ,CN_A,yfinance,,True,0.14819645199454293
2023-02-01,24.206279754638672,000408.SZ,CN_A,yfinance,,True,0.14806917527705005
2023-02-02,24.318185806274414,000408.SZ,CN_A,yfinance,,True,0.14835034628841887
2023-02-03,24.102977752685547,000408.SZ,CN_A,yfinance,,True,0.14855529642708967
2023-02-06,24.08576202392578,000408.SZ,CN_A,yfinance,,True,0.1476189078442606
2023-02-07,24.32679557800293,000408.SZ,CN_A,yfinance,,True,0.14718869268505566
2023-02-08,24.619470596313477,000408.SZ,CN_A,yfinance,,True,0.1472493780621631
2023-02-09,24.653905868530273,000408.SZ,CN_A,yfinance,,True,0.14731445957670217
2023-02-10,24.19767189025879,000408.SZ,CN_A,yfinance,,True,0.14749915617889106
2023-02-13,24.266536712646484,000408.SZ,CN_A,yfinance,,True,0.14687954369087072
2023-02-14,24.49034881591797,000408.SZ,CN_A,yfinance,,True,0.14658673038195552
2023-02-15,24.094369888305664,000408.SZ,CN_A,yfinance,,True,0.1465008260594693
2023-02-16,23.577878952026367,000408.SZ,CN_A,yfinance,,True,0.14594491824197348
2023-02-17,23.655353546142578,000408.SZ,CN_A,yfinance,,True,0.14577896561297732
2023-02-20,23.655353546142578,000408.SZ,CN_A,yfinance,,True,0.1458236072490705
2023-02-21,23.758651733398438,000408.SZ,CN_A,yfinance,,True,0.14589807076482755
2023-02-22,23.698392868041992,000408.SZ,CN_A,yfinance,,True,0.14550745846868005
2023-02-23,24.102977752685547,000408.SZ,CN_A,yfinance,,True,0.14511049740577567
2023-02-24,24.0255069732666,000408.SZ,CN_A,yfinance,,True,0.14478065594483794
2023-02-27,23.930814743041992,000408.SZ,CN_A,yfinance,,True,0.14378145376989998
2023-02-28,24.0255069732666,000408.SZ,CN_A,yfinance,,True,0.14401128823833742
2023-03-01,23.818906784057617,000408.SZ,CN_A,yfinance,,True,0.14425226647770095
2023-03-02,23.362672805786133,000408.SZ,CN_A,yfinance,,True,0.14560279492669706
2023-03-03,23.491796493530273,000408.SZ,CN_A,yfinance,,True,0.1446382646762886
2023-03-06,23.62952995300293,000408.SZ,CN_A,yfinance,,True,0.14478485404749275
2023-03-07,23.750043869018555,000408.SZ,CN_A,yfinance,,True,0.14431263958414547
2023-03-08,24.094369888305664,000408.SZ,CN_A,yfinance,,True,0.14364926529103067
2023-03-09,24.464527130126953,000408.SZ,CN_A,yfinance,,True,0.14387867701036153
2023-03-10,23.810300827026367,000408.SZ,CN_A,yfinance,,True,0.14360387977645162
2023-03-13,22.777315139770508,000408.SZ,CN_A,yfinance,,True,0.14481839763324364
2023-03-14,22.648191452026367,000408.SZ,CN_A,yfinance,,True,0.14610057135325233
2023-03-15,22.78592300415039,000408.SZ,CN_A,yfinance,,True,0.14554981256527838
2023-03-16,22.123092651367188,000408.SZ,CN_A,yfinance,,True,0.1448037185274978
2023-03-17,22.00257682800293,000408.SZ,CN_A,yfinance,,True,0.14498006443920977
2023-03-20,22.338298797607422,000408.SZ,CN_A,yfinance,,True,0.14522008492647218
2023-03-21,22.381338119506836,000408.SZ,CN_A,yfinance,,True,0.14539744704193452
2023-03-22,22.415771484375,000408.SZ,CN_A,yfinance,,True,0.1452854881539945
2023-03-23,21.950927734375,000408.SZ,CN_A,yfinance,,True,0.1453657405892729
2023-03-24,21.589380264282227,000408.SZ,CN_A,yfinance,,True,0.1466619755020221
2023-03-27,21.331138610839844,000408.SZ,CN_A,yfinance,,True,0.1456239966508214
2023-03-28,20.68552017211914,000408.SZ,CN_A,yfinance,,True,0.1452559432699252
2023-03-29,20.788818359375,000408.SZ,CN_A,yfinance,,True,0.14549051969373586
2023-03-30,20.900728225708008,000408.SZ,CN_A,yfinance,,True,0.14523062433561978
2023-03-31,20.797426223754883,000408.SZ,CN_A,yfinance,,True,0.14555193394794783
2023-04-03,20.96959114074707,000408.SZ,CN_A,yfinance,,True,0.14560279492669706
2023-04-04,20.694129943847656,000408.SZ,CN_A,yfinance,,True,0.14540590510418164
2023-04-06,20.711347579956055,000408.SZ,CN_A,yfinance,,True,0.14538053386906025
2023-04-07,20.59083366394043,000408.SZ,CN_A,yfinance,,True,0.14545666406107488
2023-04-10,20.711347579956055,000408.SZ,CN_A,yfinance,,True,0.14557524292366095
2023-04-11,20.866294860839844,000408.SZ,CN_A,yfinance,,True,0.14532559825699534
2023-04-12,20.7543888092041,000408.SZ,CN_A,yfinance,,True,0.14523273642411255
2023-04-13,20.75438690185547,000408.SZ,CN_A,yfinance,,True,0.14548205178508178
2023-04-14,21.3640193939209,000408.SZ,CN_A,yfinance,,True,0.14560703073377085
2023-04-17,21.33712387084961,000408.SZ,CN_A,yfinance,,True,0.14555193394794783
2023-04-18,21.659868240356445,000408.SZ,CN_A,yfinance,,True,0.1453741949629586
2023-04-19,21.2205753326416,000408.SZ,CN_A,yfinance,,True,0.14545666406107488
2023-04-20,20.610942840576172,000408.SZ,CN_A,yfinance,,True,0.1452411753335613
2023-04-21,20.12682342529297,000408.SZ,CN_A,yfinance,,True,0.1455159293353145
2023-04-24,20.637840270996094,000408.SZ,CN_A,yfinance,,True,0.1450852391830432
