normalized_mineral_id,mineral_name,signal_date,source_timestamp,as_of_date,signal_quality,ret_4w,ret_12w,price_vs_12w_avg,trend_score,signal_state,bullish,price
aluminum,Aluminum,2022-08-12,2022-08-12 23:00:00,2022-08-13,direct,0.017542016806722627,-0.1726876761465539,-0.03037077198982352,-0.06183881044321826,neutral,0,2421.75
aluminum,Aluminum,2022-08-19,2022-08-19 23:00:00,2022-08-20,direct,-0.04480467176802261,-0.16780701754385963,-0.03499135388058183,-0.08253434773082136,neutral,0,2371.75
aluminum,Aluminum,2022-08-26,2022-08-26 23:00:00,2022-08-27,direct,0.00832149380962055,-0.07726597325408613,0.017858972170053056,-0.017028502424804175,neutral,0,2484.0
aluminum,Aluminum,2022-09-02,2022-09-02 23:00:00,2022-09-03,direct,-0.050172108063001986,-0.1372809095215538,-0.05548400480590532,-0.08097900746348703,neutral,0,2276.5
aluminum,Aluminum,2022-09-09,2022-09-09 23:00:00,2022-09-10,direct,-0.06028698255393827,-0.07527427874847625,-0.04970856894301867,-0.06175661008181107,neutral,0,2275.75
aluminum,Aluminum,2022-09-16,2022-09-16 23:00:00,2022-09-17,direct,-0.04532518182776435,-0.06106157992950445,-0.049641048958998346,-0.05200927023875571,neutral,0,2264.25
aluminum,Aluminum,2022-09-23,2022-09-23 23:00:00,2022-09-24,direct,-0.1314412238325282,-0.09699696557497117,-0.08704621189414119,-0.10516146710054686,neutral,0,2157.5
aluminum,Aluminum,2022-09-30,2022-09-30 23:00:00,2022-10-01,direct,-0.05238304414671646,-0.09501835343471421,-0.07980236030143617,-0.07573458596095561,neutral,0,2157.25
aluminum,Aluminum,2022-10-07,2022-10-07 23:00:00,2022-10-08,direct,0.00878831154564419,-0.03539915966386553,-0.017782175040778725,-0.014797674386333356,neutral,0,2295.75
aluminum,Aluminum,2022-10-14,2022-10-14 23:00:00,2022-10-15,direct,0.03246107982775759,-0.058497784937575514,0.005393781919182716,-0.006880974396878403,neutral,0,2337.75
aluminum,Aluminum,2022-10-21,2022-10-21 23:00:00,2022-10-22,direct,0.03059096176129783,-0.09742236655165415,-0.03544509715318578,-0.03409216731451403,neutral,0,2223.5
aluminum,Aluminum,2022-10-28,2022-10-28 23:00:00,2022-10-29,direct,0.024800092710626886,-0.0776050902263482,-0.03448401361163178,-0.029096337042451032,neutral,0,2210.75
aluminum,Aluminum,2022-11-04,2022-11-04 23:00:00,2022-11-05,direct,0.036807143634977724,-0.017136368328687923,0.04111536358665946,0.020262046297649754,neutral,0,2380.25
aluminum,Aluminum,2022-11-11,2022-11-11 23:00:00,2022-11-12,direct,0.05871029836381125,0.043533256034573586,0.0784999046780388,0.06024781969214121,bullish,1,2475.0
aluminum,Aluminum,2022-11-18,2022-11-18 23:00:00,2022-11-19,direct,0.09197211603328093,-0.02254428341384862,0.06017520399530607,0.04320101220491279,neutral,0,2428.0
aluminum,Aluminum,2022-11-25,2022-11-25 23:00:00,2022-11-26,direct,0.07079045572769416,0.039863826048759154,0.03024698074203025,0.04696708750616119,bullish,1,2367.25
aluminum,Aluminum,2022-12-02,2022-12-02 23:00:00,2022-12-03,direct,0.0650141791828589,0.11391848841041408,0.09297667274474763,0.0906364467793402,bullish,1,2535.0
aluminum,Aluminum,2022-12-09,2022-12-09 23:00:00,2022-12-10,direct,-0.003939393939393909,0.08877111626366352,0.0552825662383063,0.04670476285419197,neutral,0,2465.25
aluminum,Aluminum,2022-12-16,2022-12-16 23:00:00,2022-12-17,direct,-0.01626853377265236,0.10706836616454218,0.014072547476051911,0.034957459955980576,neutral,0,2388.5
aluminum,Aluminum,2022-12-23,2022-12-23 23:00:00,2022-12-24,direct,0.019537437955433612,0.1187854907868815,0.015480093266247108,0.05126767400285407,bullish,1,2413.5
aluminum,Aluminum,2022-12-30,2022-12-30 23:00:00,2022-12-31,direct,-0.049211045364891515,0.049874768594141417,0.010057621791513816,0.0035737816735879058,neutral,0,2410.25
aluminum,Aluminum,2023-01-06,2023-01-06 23:00:00,2023-01-07,direct,-0.07301490721022208,-0.022457491177414135,-0.04056678037260564,-0.045346392920080615,neutral,0,2285.25
aluminum,Aluminum,2023-01-13,2023-01-13 23:00:00,2023-01-14,direct,0.08938664433745025,0.1702271194063414,0.07813956700390179,0.11258444358256448,bullish,1,2602.0
aluminum,Aluminum,2023-01-20,2023-01-20 23:00:00,2023-01-21,direct,0.08089910917754306,0.18002940178672389,0.06628291154330856,0.10907047416919184,bullish,1,2608.75
aluminum,Aluminum,2023-01-27,2023-01-27 23:00:00,2023-01-28,direct,0.09480344362617976,0.10860203760109233,0.06913142567738673,0.09084563563488628,bullish,1,2638.75
aluminum,Aluminum,2023-02-03,2023-02-03 23:00:00,2023-02-04,direct,0.11585165736790293,0.030303030303030276,0.03056327355392785,0.05890598707495368,bullish,1,2550.0
aluminum,Aluminum,2023-02-10,2023-02-10 23:00:00,2023-02-11,direct,-0.06648731744811687,0.0004118616144974663,-0.018371023961473165,-0.02814882659836419,neutral,0,2429.0
aluminum,Aluminum,2023-02-17,2023-02-17 23:00:00,2023-02-18,direct,-0.10158121705797796,-0.00992713063681483,-0.05207280080889787,-0.05452704950123022,neutral,0,2343.75
aluminum,Aluminum,2023-02-24,2023-02-24 23:00:00,2023-02-25,direct,-0.1304594978683089,-0.09487179487179487,-0.06440816187838738,-0.09657981820616372,neutral,0,2294.5
aluminum,Aluminum,2023-03-03,2023-03-03 23:00:00,2023-03-04,direct,-0.07068627450980391,-0.038738464658756744,-0.030578850480670883,-0.04666786321641051,neutral,0,2369.75
aluminum,Aluminum,2023-03-10,2023-03-10 23:00:00,2023-03-11,direct,-0.05650473445862492,-0.04050659409671342,-0.05938486006720878,-0.05213206287418237,neutral,0,2291.75
aluminum,Aluminum,2023-03-17,2023-03-17 23:00:00,2023-03-18,direct,-0.048853333333333304,-0.07634141288585039,-0.0792345024610196,-0.0681430828934011,neutral,0,2229.25
aluminum,Aluminum,2023-03-24,2023-03-24 23:00:00,2023-03-25,direct,0.005883634778818925,-0.04242298516751375,-0.04334084609207012,-0.02662673216025498,neutral,0,2308.0
aluminum,Aluminum,2023-03-31,2023-03-31 23:00:00,2023-04-01,direct,0.005907796181031655,0.043102505196368046,-0.015292993795020582,0.011239102527459707,bullish,1,2383.75
aluminum,Aluminum,2023-04-07,2023-04-07 23:00:00,2023-04-08,direct,0.01450856332496997,-0.106456571867794,-0.030315668743320368,-0.04075455909538147,neutral,0,2325.0
aluminum,Aluminum,2023-04-14,2023-04-14 23:00:00,2023-04-15,direct,0.0671750588763036,-0.08806899856252992,0.00019269510379271715,-0.006900414860811203,neutral,0,2379.0
aluminum,Aluminum,2023-04-21,2023-04-21 23:00:00,2023-04-22,direct,0.03412045060658575,-0.09549976314542874,0.012389317968929614,-0.016329998189971124,neutral,0,2386.75
aluminum,Aluminum,2023-04-28,2023-04-28 23:00:00,2023-04-29,direct,-0.010068169900367074,-0.07460784313725488,0.007713454506632411,-0.025654186176996514,neutral,0,2359.75
aluminum,Aluminum,2023-05-05,2023-05-05 23:00:00,2023-05-06,direct,0.001935483870967758,-0.04096335940716345,-0.001669598135764283,-0.013565824557319991,neutral,0,2329.5
aluminum,Aluminum,2023-05-12,2023-05-12 23:00:00,2023-05-13,direct,-0.05916351408154685,-0.04501333333333335,-0.03714790152445302,-0.04710824964644441,neutral,0,2238.25
aluminum,Aluminum,2023-05-19,2023-05-19 23:00:00,2023-05-20,direct,-0.0363464962815544,0.002397036391370566,-0.010779280126878343,-0.014909580005687392,neutral,0,2300.0
aluminum,Aluminum,2023-05-26,2023-05-26 23:00:00,2023-05-27,direct,-0.048628032630575246,-0.052642683827408,-0.030097926267281028,-0.04378954757508809,neutral,0,2245.0
aluminum,Aluminum,2023-06-02,2023-06-02 23:00:00,2023-06-03,direct,-0.025756600128783003,-0.009708737864077666,-0.01872719902715847,-0.018064179006673047,neutral,0,2269.5
aluminum,Aluminum,2023-06-09,2023-06-09 23:00:00,2023-06-10,direct,0.007148441863062738,0.011214534036110724,-0.026198083067092703,-0.002611702389306414,bullish,1,2254.25
aluminum,Aluminum,2023-06-16,2023-06-16 23:00:00,2023-06-17,direct,-0.020652173913043526,-0.024046793760831853,-0.02500608694868034,-0.02323501820751857,neutral,0,2252.5
aluminum,Aluminum,2023-06-23,2023-06-23 23:00:00,2023-06-24,direct,-0.03418708240534518,-0.0904037755637126,-0.054121111323172544,-0.05957065643074344,neutral,0,2168.25
aluminum,Aluminum,2023-06-30,2023-06-30 23:00:00,2023-07-01,direct,-0.06818682529191455,-0.09043010752688174,-0.07035442806117775,-0.07632378695999135,neutral,0,2114.75
aluminum,Aluminum,2023-07-07,2023-07-07 23:00:00,2023-07-08,direct,-0.0634357325052678,-0.11254728877679698,-0.062699433032122,-0.07956081810472893,neutral,0,2111.25
aluminum,Aluminum,2023-07-14,2023-07-14 23:00:00,2023-07-15,direct,-0.007769145394006638,-0.0635801822562061,-0.0021578986531736177,-0.024502408767795452,neutral,0,2235.0
aluminum,Aluminum,2023-07-21,2023-07-21 23:00:00,2023-07-22,direct,-0.0093393289519198,-0.08973408200021193,-0.03338489663901001,-0.04415276919704725,neutral,0,2148.0
aluminum,Aluminum,2023-07-28,2023-07-28 23:00:00,2023-07-29,direct,0.0301454072585412,-0.0648207769907706,-0.014076804857581893,-0.016250724863270432,neutral,0,2178.5
aluminum,Aluminum,2023-08-04,2023-08-04 23:00:00,2023-08-05,direct,0.02877442273534636,-0.02959901708924384,-0.014556315928768604,-0.0051269700942220275,neutral,0,2172.0
aluminum,Aluminum,2023-08-11,2023-08-11 23:00:00,2023-08-12,direct,-0.05357941834451907,-0.08032608695652177,-0.03355321396955935,-0.05581957309020006,neutral,0,2115.25
aluminum,Aluminum,2023-08-18,2023-08-18 23:00:00,2023-08-19,direct,-0.031191806331471117,-0.0730512249443207,-0.04322755529161604,-0.04915686218913595,neutral,0,2081.0
aluminum,Aluminum,2023-08-25,2023-08-25 23:00:00,2023-08-26,direct,-0.032017443194858886,-0.07083057942278037,-0.02446076447117329,-0.042436262362937516,neutral,0,2108.75
aluminum,Aluminum,2023-09-01,2023-09-01 23:00:00,2023-09-02,direct,0.02037292817679548,-0.016857047798602642,0.026774511128698997,0.010096797168963945,neutral,0,2216.25
aluminum,Aluminum,2023-09-08,2023-09-08 23:00:00,2023-09-09,direct,0.01867391561281173,-0.04339622641509433,0.002063653538729726,-0.007552885754517624,neutral,0,2154.75
aluminum,Aluminum,2023-09-15,2023-09-15 23:00:00,2023-09-16,direct,0.04144641999038923,-0.0004612014297243894,0.007915822925850913,0.016300347162171918,neutral,0,2167.25
aluminum,Aluminum,2023-09-22,2023-09-22 23:00:00,2023-09-23,direct,0.05062240663900419,0.047641565196831825,0.026347790839075902,0.04153725422497064,bullish,1,2215.5
aluminum,Aluminum,2023-09-29,2023-09-29 23:00:00,2023-09-30,direct,0.05109983079526237,0.10337477797513328,0.07014269717763932,0.07487243531601166,bullish,1,2329.5
aluminum,Aluminum,2023-10-06,2023-10-06 23:00:00,2023-10-07,direct,0.03364659473256748,-0.0034675615212528266,0.023473998621429182,0.017884343944247944,neutral,0,2227.25
aluminum,Aluminum,2023-10-13,2023-10-13 23:00:00,2023-10-14,direct,0.006575152843465215,0.015595903165735558,0.001166459508557205,0.007779171839252659,bullish,1,2181.5
aluminum,Aluminum,2023-10-20,2023-10-20 23:00:00,2023-10-21,direct,-0.017377567140600347,-0.0006885471654808351,-0.0008414288992580898,-0.006302514401779757,neutral,0,2177.0
aluminum,Aluminum,2023-10-27,2023-10-27 23:00:00,2023-10-28,direct,-0.04582528439579314,0.023365561694290937,0.01817973603595857,-0.001426662221847878,neutral,0,2222.75
aluminum,Aluminum,2023-11-03,2023-11-03 23:00:00,2023-11-04,direct,0.008418453249523061,0.06181302446519332,0.02372044440224097,0.031317307372319116,bullish,1,2246.0
aluminum,Aluminum,2023-11-10,2023-11-10 23:00:00,2023-11-11,direct,0.011230804492321722,0.06006727534839018,0.0007371703997731682,0.02401175008016169,bullish,1,2206.0
aluminum,Aluminum,2023-11-17,2023-11-17 23:00:00,2023-11-18,direct,0.0002296738631144546,0.032602252519265074,-0.01475232125182635,0.006026535043517726,bullish,1,2177.5
aluminum,Aluminum,2023-11-24,2023-11-24 23:00:00,2023-11-25,direct,-0.010122595883477636,-0.007219402143260001,-0.0038577262995067585,-0.007066574775414798,neutral,0,2200.25
aluminum,Aluminum,2023-12-01,2023-12-01 23:00:00,2023-12-02,direct,-0.03183437221727514,0.009165796496113154,-0.016248821866163943,-0.012972465862441976,neutral,0,2174.5
aluminum,Aluminum,2023-12-08,2023-12-08 23:00:00,2023-12-09,direct,-0.04397098821396195,-0.026877379167147275,-0.04378134829550284,-0.038209905225537355,neutral,0,2109.0
aluminum,Aluminum,2023-12-15,2023-12-15 23:00:00,2023-12-16,direct,0.013777267508610747,-0.003610923042202674,0.0011810837624603998,0.0037824760762894907,neutral,0,2207.5
aluminum,Aluminum,2023-12-22,2023-12-22 23:00:00,2023-12-23,direct,0.03079195545960678,-0.02640051513200259,0.03101648845997218,0.011802642929192123,neutral,0,2268.0
aluminum,Aluminum,2023-12-29,2023-12-29 23:00:00,2023-12-30,direct,0.07254541273856052,0.04714333819732852,0.05602354517069297,0.05857076536886067,bullish,1,2332.25
aluminum,Aluminum,2024-01-05,2024-01-05 23:00:00,2024-01-06,direct,0.044570886676149835,0.009855603942241498,-0.0033083557189311774,0.01703937829982005,bullish,1,2203.0
aluminum,Aluminum,2024-01-12,2024-01-12 23:00:00,2024-01-13,direct,-0.01812004530011324,-0.004363803399173194,-0.019018075185984973,-0.013833974628423803,neutral,0,2167.5
aluminum,Aluminum,2024-01-19,2024-01-19 23:00:00,2024-01-20,direct,-0.06194885361552027,-0.04285232257338878,-0.03365002460350508,-0.046150400264138046,neutral,0,2127.5
aluminum,Aluminum,2024-01-26,2024-01-26 23:00:00,2024-01-27,direct,-0.045556865687640724,-0.008904719501335756,0.011856509716277275,-0.014201691824233068,neutral,0,2226.0
aluminum,Aluminum,2024-02-02,2024-02-02 23:00:00,2024-02-03,direct,-0.002837040399455315,-0.004193109700815989,-0.0010894381341240988,-0.002706529411465134,neutral,0,2196.75
aluminum,Aluminum,2024-02-09,2024-02-09 23:00:00,2024-02-10,direct,0.006689734717416407,0.002066590126291512,-0.00796575011602918,0.00026352490922624633,bullish,1,2182.0
aluminum,Aluminum,2024-02-16,2024-02-16 23:00:00,2024-02-17,direct,0.02291421856639242,-0.010907851380524969,-0.009679468340269892,0.0007756329485325194,neutral,0,2176.25
aluminum,Aluminum,2024-02-23,2024-02-23 23:00:00,2024-02-24,direct,-0.04256513926325245,-0.01988962979995401,-0.028563831807649875,-0.03033953362361878,neutral,0,2131.25
aluminum,Aluminum,2024-03-01,2024-03-01 23:00:00,2024-03-02,direct,-0.0037555479685900117,0.03769559032716918,-0.0054721375418930185,0.00948930160556205,neutral,0,2188.5
aluminum,Aluminum,2024-03-08,2024-03-08 23:00:00,2024-03-09,direct,0.005270394133822132,-0.006342015855039684,-0.002671213412901441,-0.0012476117113729979,neutral,0,2193.5
aluminum,Aluminum,2024-03-15,2024-03-15 23:00:00,2024-03-16,direct,0.017346352670878806,-0.023809523809523836,0.008713480266530071,0.0007501030426283473,neutral,0,2214.0
aluminum,Aluminum,2024-03-22,2024-03-22 23:00:00,2024-03-23,direct,0.056304985337243485,-0.034730410547754276,0.028848900314195847,0.016807825034561685,neutral,0,2251.25
aluminum,Aluminum,2024-03-29,2024-03-29 23:00:00,2024-03-30,direct,0.04375142791866571,0.03688152519291865,0.04070998054197705,0.040447644551187135,bullish,1,2284.25
aluminum,Aluminum,2024-04-05,2024-04-05 23:00:00,2024-04-06,direct,0.09197629359471171,0.10507497116493658,0.08192648636440625,0.09299258370801818,bullish,1,2395.25
aluminum,Aluminum,2024-04-12,2024-04-12 23:00:00,2024-04-13,direct,0.10038392050587164,0.1451233842538191,0.08780383438293615,0.1111037130475423,bullish,1,2436.25
aluminum,Aluminum,2024-04-19,2024-04-19 23:00:00,2024-04-20,direct,0.19044975013881182,0.20395327942497743,0.17676116249073792,0.19038806401817573,bullish,1,2680.0
aluminum,Aluminum,2024-04-26,2024-04-26 23:00:00,2024-04-27,direct,0.11841961256429911,0.16296802094002505,0.10726056217211877,0.1295493985588143,bullish,1,2554.75
aluminum,Aluminum,2024-05-03,2024-05-03 23:00:00,2024-05-04,direct,0.048846675712347354,0.15135197066911088,0.0760060676362988,0.09206823800591901,bullish,1,2512.25
aluminum,Aluminum,2024-05-10,2024-05-10 23:00:00,2024-05-11,direct,0.021344279117496257,0.143365881677197,0.05398965742423978,0.07289993940631101,bullish,1,2488.25
aluminum,Aluminum,2024-05-17,2024-05-17 23:00:00,2024-05-18,direct,-0.05466417910447763,0.1887390029325513,0.05813255370800596,0.06406912584535988,neutral,0,2533.5
aluminum,Aluminum,2024-05-24,2024-05-24 23:00:00,2024-05-25,direct,0.013112829043937735,0.182659355723098,0.0661654909633902,0.08731255857680864,bullish,1,2588.25
aluminum,Aluminum,2024-05-31,2024-05-31 23:00:00,2024-06-01,direct,0.03154542740571209,0.18144517893777068,0.053116375150273454,0.08870232716458541,bullish,1,2591.5
aluminum,Aluminum,2024-06-07,2024-06-07 23:00:00,2024-06-08,direct,0.007836833115643538,0.13267841011743453,0.009044956535588788,0.04985339992288895,bullish,1,2507.75
aluminum,Aluminum,2024-06-14,2024-06-14 23:00:00,2024-06-15,direct,-0.036609433589895435,0.08417545807884519,-0.024114751230726927,0.007817091086074276,neutral,0,2440.75
aluminum,Aluminum,2024-06-21,2024-06-21 23:00:00,2024-06-22,direct,-0.060272384815995395,0.06479150705920977,-0.03228533773198616,-0.009255405162923927,neutral,0,2432.25
aluminum,Aluminum,2024-06-28,2024-06-28 23:00:00,2024-06-29,direct,-0.051803974532124264,0.025884563197996036,-0.024344243988386194,-0.016754551774171473,neutral,0,2457.25
aluminum,Aluminum,2024-07-05,2024-07-05 23:00:00,2024-07-06,direct,-0.02003788256405148,0.008722421754745913,-0.024930564740113792,-0.01208200851647312,neutral,0,2457.5
aluminum,Aluminum,2024-07-12,2024-07-12 23:00:00,2024-07-13,direct,-0.0215097818293557,-0.10886194029850749,-0.04317705681543127,-0.05784959298109815,neutral,0,2388.25
aluminum,Aluminum,2024-07-19,2024-07-19 23:00:00,2024-07-20,direct,-0.06938020351526364,-0.11400332713572758,-0.08425204814402754,-0.08921185959833959,neutral,0,2263.5
aluminum,Aluminum,2024-07-26,2024-07-26 23:00:00,2024-07-27,direct,-0.09980669447553159,-0.11951437954025279,-0.09593590081997216,-0.10508565827858551,neutral,0,2212.0
aluminum,Aluminum,2024-08-02,2024-08-02 23:00:00,2024-08-03,direct,-0.12309257375381488,-0.1339294685019592,-0.10912066144173638,-0.12204756789917015,neutral,0,2155.0
aluminum,Aluminum,2024-08-09,2024-08-09 23:00:00,2024-08-10,direct,-0.08625562650476293,-0.13864219459246108,-0.08680528311756242,-0.10390103473826214,neutral,0,2182.25
aluminum,Aluminum,2024-08-16,2024-08-16 23:00:00,2024-08-17,direct,-0.012370223105809597,-0.13628899835796382,-0.05287129062439311,-0.06717683736272217,neutral,0,2235.5
aluminum,Aluminum,2024-08-23,2024-08-23 23:00:00,2024-08-24,direct,0.09380650994575035,-0.06637082770596181,0.0313482407686978,0.01959464100282878,neutral,0,2419.5
aluminum,Aluminum,2024-08-30,2024-08-30 23:00:00,2024-08-31,direct,0.08700696055684465,-0.0658957232579005,0.004421814283800174,0.008511017194248108,neutral,0,2342.5
aluminum,Aluminum,2024-09-06,2024-09-06 23:00:00,2024-09-07,direct,0.03471187994042846,-0.07487452627266211,-0.02544643659970869,-0.021869694310647447,neutral,0,2258.0
aluminum,Aluminum,2024-09-13,2024-09-13 23:00:00,2024-09-14,direct,0.06463878326996197,-0.02148216671805936,0.029142831403990987,0.024099815985297868,neutral,0,2380.0
aluminum,Aluminum,2024-09-20,2024-09-20 23:00:00,2024-09-21,direct,-0.007129572225666458,-0.022382744938447496,0.04082682673647153,0.0037715031907858596,neutral,0,2402.25
aluminum,Aluminum,2024-09-27,2024-09-27 23:00:00,2024-09-28,direct,0.10096051227321245,0.04944048830111902,0.11252707354117408,0.08764269137183518,bullish,1,2579.0
aluminum,Aluminum,2024-10-04,2024-10-04 23:00:00,2024-10-05,direct,0.1442648361381753,0.08185910185282119,0.10679767609970292,0.11097387136356647,bullish,1,2583.75
aluminum,Aluminum,2024-10-11,2024-10-11 23:00:00,2024-10-12,direct,0.07972689075630246,0.13529931521979233,0.08889634350888964,0.10130751649499481,bullish,1,2569.75
aluminum,Aluminum,2024-10-18,2024-10-18 23:00:00,2024-10-19,direct,0.06826933083567499,0.1601491862567812,0.07397881337460221,0.10079911015568614,bullish,1,2566.25
aluminum,Aluminum,2024-10-25,2024-10-25 23:00:00,2024-10-26,direct,0.019387359441644048,0.21995359628770306,0.08234769407587206,0.10722954993507305,bullish,1,2629.0
aluminum,Aluminum,2024-11-01,2024-11-01 23:00:00,2024-11-02,direct,-0.014513788098693747,0.16680032076984763,0.035350326564842716,0.0625456197453322,neutral,0,2546.25
aluminum,Aluminum,2024-11-08,2024-11-08 23:00:00,2024-11-09,direct,-0.003113143301877619,0.14594050547975845,0.03026342248139957,0.057696928219760135,neutral,0,2561.75
aluminum,Aluminum,2024-11-15,2024-11-15 23:00:00,2024-11-16,direct,0.000194836824159772,0.060859681752428285,0.027205042479218955,0.029419853685269004,bullish,1,2566.75
aluminum,Aluminum,2024-11-22,2024-11-22 23:00:00,2024-11-23,direct,-0.027767211867630315,0.09114194236926365,0.01567117844281629,0.026348636314816543,neutral,0,2556.0
aluminum,Aluminum,2024-11-29,2024-11-29 23:00:00,2024-11-30,direct,0.006185567010309256,0.13463241806908766,0.007909122947930891,0.049575702675775934,bullish,1,2562.0
aluminum,Aluminum,2024-12-06,2024-12-06 23:00:00,2024-12-07,direct,-0.004977066458475621,0.07100840336134451,-0.0027305256465639527,0.021100270418768313,neutral,0,2549.0
aluminum,Aluminum,2024-12-13,2024-12-13 23:00:00,2024-12-14,direct,-0.017726697185156293,0.049536892496617746,-0.017399706080559962,0.004803496410300497,neutral,0,2521.25
aluminum,Aluminum,2024-12-20,2024-12-20 23:00:00,2024-12-21,direct,-0.02934272300469487,-0.03799922450562232,-0.029998941118016376,-0.032446962876111186,neutral,0,2481.0
